-12.8707393	-21.02419284
-2.427995078	22.57981298
-0.28914084	-24.10218955
18.15691075	15.70201444
2.609642608	20.7975486
-6.920021671	-21.82989148
-20.54644914	3.816192285
-6.369414591	-20.10950476
5.643095626	-22.13177995
17.46781026	-16.04084782
3.749982304	-22.89132152
6.498756321	21.8522321
17.07073648	12.89576673
-12.33523164	18.20771049
-3.590138782	-20.80825865
22.20600855	8.790863531
16.42642018	14.70295682
11.43213929	17.40043612
5.284499903	-21.9074032
-20.24071689	1.632349974
23.9319986	0.774682837
17.16920491	13.73614936
18.08391953	-16.89404018
23.77367439	0.176153833
-3.515581963	-23.90619225
-16.65150735	-12.83332491
-13.71497164	-18.49393919
19.13134628	14.84087081
-17.05620864	-14.03212691
-19.51041936	-6.445945255
20.84476964	8.464675179
-16.45395124	13.47483063
20.59140799	-2.075549647
2.558574373	-23.53098448
2.316473065	24.43285026
20.59917634	8.616705301
18.77569109	8.512426253
5.088229049	-23.64009849
-11.75662656	-17.24121933
5.719973953	23.28401417
18.90196844	-13.13442136
-16.76502921	15.56449595
-16.87272281	-16.51103659
0.980059093	-22.62961278
18.50640895	-14.27827766
-0.71005401	24.80485602
12.72371814	17.45492196
-11.05038903	-17.52216688
7.675585073	-18.78787265
-6.437350685	22.02878264
-19.38960789	5.697800443
22.17399457	0.382876711
-10.60602108	18.31099088
4.562968472	19.52834804
-20.80781015	-13.34870459
-16.12027168	-18.33965797
15.94731782	-16.49992759
-0.451421004	20.35829278
20.38700375	14.14430793
-4.168100576	-24.45762311
0.730694493	-20.82467282
7.331584362	23.1387146
-7.357237387	21.24533271
-11.10899662	21.66563202
0.399537722	23.52302079
-18.18727643	11.78022704
24.34059649	-3.655270826
4.237649836	22.92113639
11.14443533	20.65437627
10.83279449	-21.96910051
4.604906626	-21.37885762
5.769319474	-20.37732955
-15.15546755	15.6495501
-23.64203958	2.339300177
-5.422645845	20.25534762
-21.53166858	0.616507454
-4.960224885	-23.62548171
-11.69807703	20.49488523
-22.06751588	11.37383028
-5.347041381	22.44412796
-19.86238458	-8.362739572
-4.635654823	-19.85909352
-10.3380623	17.81401701
-1.424757986	22.9836656
-12.61375886	-16.49028465
-2.476781107	-20.95457655
-20.85177169	3.119175056
17.28682953	-17.39419258
-18.61628073	-9.934473333
0.724577473	21.23846465
-21.35006492	-12.29091863
-0.761460082	21.4511181
-23.37020214	-6.544305306
6.811832302	-22.45445808
-2.216028481	23.92129074
-10.72660228	-21.55396775
-21.00090354	8.660692411
21.23116378	-10.77897867
11.68460976	18.94543683
18.93276905	11.98216909
3.525368324	23.27896184
-16.84443671	15.62974597
-6.17642311	-23.10858811
-21.27640822	-12.26054103
-22.1734869	10.19316778
21.54182074	-4.655804802
17.08165581	17.314273
-22.17197418	5.808265475
-11.16978148	17.76087253
-2.893697181	-20.17060693
7.761805566	-23.42155925
-9.566989441	18.52591003
-12.26770265	21.35067792
-18.5775184	7.773877649
-20.10652185	-9.605309244
6.981489077	-19.99446673
-19.27581012	10.27106849
-9.74003602	-20.41614409
18.49979569	-15.97403432
20.2974366	4.962148694
-1.045274444	-22.0814575
17.90997362	13.09785216
-21.42358681	-7.839706276
-7.5253572	-21.79290766
2.70062535	-20.80171155
18.54546533	-11.81777829
-17.04983068	-14.21366666
21.24104346	10.29968908
22.30322531	-8.107664615
20.06883367	12.33628776
-18.50813878	-13.76744818
17.99452104	-9.061265008
-3.201343575	24.09721753
-24.57566315	-3.105592019
-6.849177918	21.25473351
-8.287714088	21.76312886
-2.469337814	-23.73660891
15.84354946	19.01865774
8.837177155	-20.4697394
-13.77830693	-15.20173591
-16.85551046	13.81544538
6.214987874	21.34626584
18.41911066	-13.13607932
-21.44540693	-7.895585281
-0.156689959	-23.96253427
24.4188484	2.919937916
-10.34431613	-17.73508361
-9.203745743	-21.10852469
-17.8653554	14.22776456
21.08973346	-9.015177998
8.435495237	18.86590428
-3.530291924	19.78072603
-18.62352497	-13.15466612
-20.59334796	-11.9841956
-1.353838493	-22.1433063
17.33686553	10.96393847
-18.60866465	14.22902664
19.29227947	-9.564821461
13.709696	14.75376356
-21.9712019	-0.608377776
-18.91557285	-12.70735226
0.593517453	-21.37748699
11.91642742	19.55182776
-5.82512111	-21.11564281
11.28151772	-16.52302965
-10.52515432	18.75353337
-9.098151621	20.02157403
5.867543645	-23.36628714
-22.90086141	3.438177904
22.62672894	-5.584604773
-7.397160531	-20.52753633
20.51750049	4.575495715
